2025-08-06 10:43:48,027 | INFO | [Model] Loading PPO on device=cuda
2025-08-06 10:43:49,263 | INFO | [ObsNorm] Loaded stats: clip_obs=10.0, mean.shape=(1, 18), var.shape=(1, 18)
2025-08-06 10:43:49,263 | INFO | [Startup] Predictor ready.
2025-08-06 10:47:38,369 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,394 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,410 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,426 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,445 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,463 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,488 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,508 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,523 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,538 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,568 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,590 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,608 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,626 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,641 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,656 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,673 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,689 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,704 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,723 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,738 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,752 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,772 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,789 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,805 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,837 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,854 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,875 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,900 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,916 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,933 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:38,951 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,966 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:38,981 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:39,000 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:39,018 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:39,036 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:39,058 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:39,076 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:39,093 | INFO | [Predict] a_model=ACCELERATE -> a_final=ACCELERATE | ttc_fwd=1.21s, fwd_min01=0.79, back_min01=0.79, buf=2
2025-08-06 10:47:39,113 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:39,128 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.79, back_min01=0.79, buf=1
2025-08-06 10:47:39,142 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.76, back_min01=0.79, buf=1
2025-08-06 10:47:39,159 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.75, back_min01=0.79, buf=1
2025-08-06 10:47:39,183 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.74, back_min01=0.79, buf=1
2025-08-06 10:47:39,198 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.74, back_min01=0.79, buf=1
2025-08-06 10:47:39,216 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.73, back_min01=0.79, buf=1
2025-08-06 10:47:39,232 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.72, back_min01=0.79, buf=1
2025-08-06 10:47:39,247 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.71, back_min01=0.79, buf=1
2025-08-06 10:47:39,261 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.71, back_min01=0.79, buf=1
2025-08-06 10:47:39,277 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.70, back_min01=0.79, buf=1
2025-08-06 10:47:39,293 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.70, back_min01=0.79, buf=1
2025-08-06 10:47:39,311 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.69, back_min01=0.79, buf=1
2025-08-06 10:47:39,327 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.16s, fwd_min01=0.68, back_min01=0.79, buf=1
2025-08-06 10:47:39,341 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.17s, fwd_min01=0.68, back_min01=0.79, buf=1
2025-08-06 10:47:39,355 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.17s, fwd_min01=0.67, back_min01=0.79, buf=1
2025-08-06 10:47:39,370 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.17s, fwd_min01=0.67, back_min01=0.79, buf=1
2025-08-06 10:47:39,384 | INFO | [Predict] a_model=ACCELERATE -> a_final=DECELERATE | ttc_fwd=1.18s, fwd_min01=0.66, back_min01=0.79, buf=1
2025-08-06 10:47:39,399 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.18s, fwd_min01=0.66, back_min01=0.79, buf=1
2025-08-06 10:47:39,415 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.65, back_min01=0.79, buf=1
2025-08-06 10:47:39,432 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.19s, fwd_min01=0.65, back_min01=0.79, buf=1
2025-08-06 10:47:39,447 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.65, back_min01=0.79, buf=1
2025-08-06 10:47:39,464 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.20s, fwd_min01=0.64, back_min01=0.79, buf=2
2025-08-06 10:47:39,486 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.21s, fwd_min01=0.63, back_min01=0.79, buf=2
2025-08-06 10:47:39,504 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.23s, fwd_min01=0.63, back_min01=0.79, buf=2
2025-08-06 10:47:39,528 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.24s, fwd_min01=0.62, back_min01=0.79, buf=2
2025-08-06 10:47:39,546 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.26s, fwd_min01=0.61, back_min01=0.77, buf=2
2025-08-06 10:47:39,578 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.28s, fwd_min01=0.61, back_min01=0.76, buf=2
2025-08-06 10:47:39,599 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.30s, fwd_min01=0.60, back_min01=0.75, buf=2
2025-08-06 10:47:39,619 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.32s, fwd_min01=0.60, back_min01=0.73, buf=2
2025-08-06 10:47:39,639 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.35s, fwd_min01=0.59, back_min01=0.72, buf=2
2025-08-06 10:47:39,656 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.37s, fwd_min01=0.59, back_min01=0.70, buf=2
2025-08-06 10:47:39,674 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.41s, fwd_min01=0.58, back_min01=0.69, buf=2
2025-08-06 10:47:39,692 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.44s, fwd_min01=0.58, back_min01=0.67, buf=2
2025-08-06 10:47:39,712 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.48s, fwd_min01=0.58, back_min01=0.66, buf=2
2025-08-06 10:47:39,734 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.52s, fwd_min01=0.58, back_min01=0.64, buf=2
2025-08-06 10:47:39,752 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.57s, fwd_min01=0.58, back_min01=0.62, buf=2
2025-08-06 10:47:39,776 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.63s, fwd_min01=0.58, back_min01=0.61, buf=2
2025-08-06 10:47:39,796 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.68s, fwd_min01=0.58, back_min01=0.59, buf=2
2025-08-06 10:47:39,816 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.75s, fwd_min01=0.58, back_min01=0.57, buf=2
2025-08-06 10:47:39,835 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.82s, fwd_min01=0.58, back_min01=0.55, buf=2
2025-08-06 10:47:39,855 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.89s, fwd_min01=0.58, back_min01=0.53, buf=2
2025-08-06 10:47:39,874 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.98s, fwd_min01=0.58, back_min01=0.51, buf=2
2025-08-06 10:47:39,893 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=2.07s, fwd_min01=0.58, back_min01=0.50, buf=2
2025-08-06 10:47:39,916 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=2.17s, fwd_min01=0.59, back_min01=0.47, buf=2
2025-08-06 10:47:39,943 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=2.29s, fwd_min01=0.59, back_min01=0.45, buf=2
2025-08-06 10:47:39,961 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.41s, fwd_min01=0.59, back_min01=0.43, buf=2
2025-08-06 10:47:39,980 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.43s, fwd_min01=0.60, back_min01=0.41, buf=2
2025-08-06 10:47:40,000 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.44s, fwd_min01=0.60, back_min01=0.39, buf=2
2025-08-06 10:47:40,020 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.46s, fwd_min01=0.61, back_min01=0.37, buf=2
2025-08-06 10:47:40,040 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.47s, fwd_min01=0.61, back_min01=0.35, buf=2
2025-08-06 10:47:40,059 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.49s, fwd_min01=0.61, back_min01=0.33, buf=2
2025-08-06 10:47:40,077 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.51s, fwd_min01=0.62, back_min01=0.31, buf=2
2025-08-06 10:47:40,098 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.52s, fwd_min01=0.62, back_min01=0.29, buf=2
2025-08-06 10:47:40,118 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.54s, fwd_min01=0.63, back_min01=0.27, buf=2
2025-08-06 10:47:40,142 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.56s, fwd_min01=0.63, back_min01=0.25, buf=2
2025-08-06 10:47:40,161 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.58s, fwd_min01=0.63, back_min01=0.23, buf=2
2025-08-06 10:47:40,180 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.59s, fwd_min01=0.64, back_min01=0.21, buf=2
2025-08-06 10:47:40,200 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=2.61s, fwd_min01=0.64, back_min01=0.19, buf=2
